"methods","samples.P","samples.delta","samples.N0","samples.sigma.d","samples.sigma.p","samples.tau"
"Euc. Summary",7.80434790485943,0.250883890672464,14.7725338974885,0.788581873801735,0.323824352229344,7.33764942597171
"Euc. Summary",9.49352553579945,0.400273261591641,14.5766899239886,0.847007944353079,0.333720948233399,4.93956017194663
"Euc. Summary",9.49352553579945,0.400273261591641,14.5766899239886,0.847007944353079,0.333720948233399,4.93956017194663
"Euc. Summary",9.49352553579945,0.400273261591641,14.5766899239886,0.847007944353079,0.333720948233399,4.93956017194663
"Euc. Summary",9.49352553579945,0.400273261591641,14.5766899239886,0.847007944353079,0.333720948233399,4.93956017194663
"Euc. Summary",4.45402725320277,0.355583820917922,14.6750913241135,0.902221525696078,0.2892609290156,6.24340234510212
"Euc. Summary",6.1263495324375,0.292518363908589,15.6565627239479,0.820287278202249,0.313802321159956,6.87114837258512
"Euc. Summary",8.94168702392898,0.221395956467729,15.3566788527403,0.790870061665151,0.341282996648686,7.74668958056169
"Euc. Summary",8.94168702392898,0.221395956467729,15.3566788527403,0.790870061665151,0.341282996648686,7.74668958056169
"Euc. Summary",7.57990672969604,0.265097664485315,15.4826013339822,0.844908878785815,0.336840070182309,6.69633607255928
"Euc. Summary",8.44000992108614,0.197663783576257,15.2513723398026,0.77932310483111,0.34415574477916,7.06489709827478
"Euc. Summary",10.3480577649775,0.359206551729142,14.6278952367456,0.928200881898524,0.358790913591214,6.12111674115535
"Euc. Summary",13.6396283262774,0.353091469851064,15.1601705758589,0.888026376813862,0.399836129747795,6.84986022984495
"Euc. Summary",7.9457316174915,0.330079096513415,14.5162281520753,0.823795106307989,0.329208302302985,5.91630215324803
"Euc. Summary",5.19304144391699,0.413191922928961,15.1813254702785,0.870212697035231,0.290276548562004,4.64267687184926
"Euc. Summary",7.44604780772328,0.360497322024973,14.4520222202051,0.835377790526248,0.316014060476412,5.44896420623768
"Euc. Summary",10.3728575136831,0.199090674531083,14.9062172837498,0.781271631771801,0.355334316631917,6.71308537114029
"Euc. Summary",11.1687397262171,0.325905285853598,15.4411741495086,0.853696737952108,0.361720672198069,5.69980235254405
"Euc. Summary",10.7223691010279,0.253095779136119,14.5925652838522,0.826982715195135,0.367091279349015,7.00045766391118
"Euc. Summary",8.27348164302322,0.159450928314557,15.6422764777014,0.730988231972678,0.332808192475346,7.39415532881866
"Euc. Summary",10.1314949929091,0.315422971151256,15.8224811223037,0.877235421877586,0.367311226105752,6.900642439105
"Euc. Summary",6.74133494932881,0.300110342346014,14.8099410295938,0.835978481642452,0.311808121017972,6.18729181680522
"Euc. Summary",7.39988013626357,0.159683790338874,15.1808704500811,0.736552175362741,0.332603648359982,7.11475506635924
"Euc. Summary",7.39988013626357,0.159683790338874,15.1808704500811,0.736552175362741,0.332603648359982,7.11475506635924
"Euc. Summary",9.83399520550513,0.284346738949517,15.0196372007244,0.85298477298118,0.352495629692348,7.16671711815634
"Euc. Summary",6.86593332228012,0.461869766495931,14.2992058937496,0.901539995417791,0.305942041491661,5.00542827378388
"Euc. Summary",9.83399520550513,0.284346738949517,15.0196372007244,0.85298477298118,0.352495629692348,7.16671711815634
"Euc. Summary",9.83399520550513,0.284346738949517,15.0196372007244,0.85298477298118,0.352495629692348,7.16671711815634
"Euc. Summary",9.83399520550513,0.284346738949517,15.0196372007244,0.85298477298118,0.352495629692348,7.16671711815634
"Euc. Summary",9.83399520550513,0.284346738949517,15.0196372007244,0.85298477298118,0.352495629692348,7.16671711815634
"Euc. Summary",6.9985687321242,0.188523905557668,14.7629705535903,0.760401885945649,0.327394933223856,7.65397004183315
"Euc. Summary",5.11476986539214,0.181748410789353,15.1704938681399,0.739043134941991,0.304205469653579,7.36773291161025
"Euc. Summary",9.11285096655096,0.286744525822033,14.9671583019106,0.786188718586893,0.333544260847609,5.31280992813691
"Euc. Summary",8.2612844251782,0.139289556621276,14.8519692786951,0.704187169444854,0.330128257107522,7.30460144194339
"Euc. Summary",10.5960672405109,0.358042502502045,15.2182703564958,0.898207629807306,0.362989981606454,6.87611713009778
"Euc. Summary",10.5960672405109,0.358042502502045,15.2182703564958,0.898207629807306,0.362989981606454,6.87611713009778
"Euc. Summary",10.5960672405109,0.358042502502045,15.2182703564958,0.898207629807306,0.362989981606454,6.87611713009778
"Euc. Summary",10.0679292783406,0.33847348062624,15.7111255303172,0.883932946740485,0.363778853531669,6.3864297594431
"Euc. Summary",8.87821456325625,0.215999775337593,14.5560187349554,0.803737342780561,0.340733446965395,6.62132407864485
"Euc. Summary",7.88936560892048,0.237789483830206,15.4077316129433,0.789386075266202,0.33022429765186,7.0494425045533
"Euc. Summary",8.91685196035101,0.239477076422509,14.6678637074426,0.821119612995221,0.337828590788367,6.87640451711161
"Euc. Summary",7.9819378407808,0.316666706635319,15.0334663917043,0.825905995375266,0.323705032513482,4.84311228430472
"Euc. Summary",7.9819378407808,0.316666706635319,15.0334663917043,0.825905995375266,0.323705032513482,4.84311228430472
"Euc. Summary",8.54744519844086,0.261153394093232,14.702619662489,0.814068854437548,0.328067801934478,6.97720616734941
"Euc. Summary",7.95230471487568,0.417953208963201,14.7266283733152,0.949821188915295,0.335311523456895,6.87922431956672
"Euc. Summary",9.37945047287375,0.199904967733874,15.7823041560826,0.74866515318797,0.346349078135381,6.81406513005142
"Euc. Summary",10.4956432156494,0.416273858626665,15.6352945999905,0.868877249561319,0.349577277813713,4.28970915679715
"Euc. Summary",7.65479535523641,0.309600809888625,15.6346794754016,0.793316852444686,0.32337076428728,5.33047766241608
"Euc. Summary",6.50761969555496,0.212930605846041,14.8647424927046,0.771486312301277,0.314075941817034,7.48032172029051
"Euc. Summary",7.87104127852152,0.213492557897985,14.6731431270337,0.797834118377851,0.329344293333382,6.89479890479019
"Euc. Summary",4.52058751287813,0.301033846272543,15.0092602827252,0.7777296111891,0.280361909357081,5.06915540211542
"Euc. Summary",6.55669336327742,0.302862399572472,15.4490708958626,0.813944024029062,0.315453848509031,7.28646275089983
"Euc. Summary",7.77235606426913,0.177192218906076,15.3892952693239,0.749143199124182,0.33701928814923,7.73910795152686
"Euc. Summary",7.57673272124029,0.323638260614181,15.0432672851563,0.812553748735044,0.318640733557523,5.49691048532354
"Euc. Summary",5.42129394389678,0.23284900680143,15.9649671724928,0.766521731754132,0.302962776178229,7.4153904948339
"Euc. Summary",6.66742564254697,0.338784356937336,14.5797706145377,0.817078035169045,0.303390996315025,5.26015108341527
"Euc. Summary",6.66742564254697,0.338784356937336,14.5797706145377,0.817078035169045,0.303390996315025,5.26015108341527
"Euc. Summary",10.8306390821087,0.421029853101004,14.7038940252352,0.91970302967914,0.351067405871602,6.47847487310133
"Euc. Summary",12.0574520162804,0.411961723343659,14.6640789462559,0.933752254745818,0.372861879772523,6.51902895340311
"Euc. Summary",6.31675536064027,0.184049139973637,15.1700598918448,0.765835561045928,0.319231575106702,8.10759535604317
"Euc. Summary",10.2086575150339,0.16998051359907,15.5472510822298,0.764183331476884,0.36273604281072,7.2984268229458
"Euc. Summary",8.97452363365533,0.499652297399354,15.2938010042417,0.923706918847864,0.336213111745393,4.77546769949696
"Euc. Summary",6.49188101326883,0.310215204018733,15.5347641721963,0.865523029524393,0.3196122106353,6.28191731934754
"Euc. Summary",7.55654592101595,0.328924684025362,13.9983471750335,0.811371574212594,0.316407709881729,5.11545723406766
"Euc. Summary",7.55654592101595,0.328924684025362,13.9983471750335,0.811371574212594,0.316407709881729,5.11545723406766
"Euc. Summary",7.55654592101595,0.328924684025362,13.9983471750335,0.811371574212594,0.316407709881729,5.11545723406766
"Euc. Summary",7.55654592101595,0.328924684025362,13.9983471750335,0.811371574212594,0.316407709881729,5.11545723406766
"Euc. Summary",7.55540336356821,0.324199521071066,15.5814374374978,0.843528687928618,0.319637771635398,6.70160266067384
"Euc. Summary",12.5272792256581,0.275563896114479,15.2289301006625,0.829294184658781,0.380201244783466,6.81388148329535
"Euc. Summary",9.42479885740386,0.203658350925384,14.9070928778016,0.784146951929601,0.343485277879384,6.81905108182273
"Euc. Summary",9.73506340784425,0.242016309276506,14.5803403064698,0.805280622536002,0.343860187674329,6.54095689194928
"Euc. Summary",8.76185492153442,0.412375224566335,14.785123828802,0.857953966425791,0.321326450750806,3.84240021846748
"Euc. Summary",6.97466561831365,0.26969157332164,15.2827026457748,0.825931876444807,0.322664146884945,7.8377983120679
"Euc. Summary",10.5979623619454,0.209370963915291,14.5851758148621,0.787922186115261,0.35757699638855,6.68635060885876
"Euc. Summary",10.5979623619454,0.209370963915291,14.5851758148621,0.787922186115261,0.35757699638855,6.68635060885876
"Euc. Summary",7.12086025463701,0.377600316365955,14.8851525442518,0.850982285699501,0.309299496967301,4.82625719133893
"Euc. Summary",7.12086025463701,0.377600316365955,14.8851525442518,0.850982285699501,0.309299496967301,4.82625719133893
"Euc. Summary",7.12086025463701,0.377600316365955,14.8851525442518,0.850982285699501,0.309299496967301,4.82625719133893
"Euc. Summary",7.12086025463701,0.377600316365955,14.8851525442518,0.850982285699501,0.309299496967301,4.82625719133893
"Euc. Summary",7.12086025463701,0.377600316365955,14.8851525442518,0.850982285699501,0.309299496967301,4.82625719133893
"Euc. Summary",7.54804426163584,0.352980229363384,15.4719774011318,0.86470821362357,0.324310812277937,6.72935112104015
"Euc. Summary",6.19445663335159,0.351451015327817,15.36795071418,0.852733163374525,0.314526658154047,5.7365825242846
"Euc. Summary",6.19445663335159,0.351451015327817,15.36795071418,0.852733163374525,0.314526658154047,5.7365825242846
"Euc. Summary",7.97092047296082,0.192008053554203,16.0717980016555,0.725125888479012,0.321592339552295,5.48290309723198
"Euc. Summary",6.40824668827287,0.409330916198427,16.0057940016567,0.862458525053635,0.30457831308978,5.54675260635093
"Euc. Summary",6.40824668827287,0.409330916198427,16.0057940016567,0.862458525053635,0.30457831308978,5.54675260635093
"Euc. Summary",7.35393554969151,0.239160627531864,15.1476285605216,0.812383514370628,0.333691895349449,6.7541053067068
"Euc. Summary",7.34102329151848,0.178525208137801,15.0918930440015,0.745513647722125,0.328860203441051,6.77186446262619
"Euc. Summary",9.80425398828898,0.464410368277401,13.810168276632,0.946675667266565,0.344313168457127,4.41793447545467
"Euc. Summary",10.231798519755,0.209810333005326,14.32802456242,0.785345824659585,0.353465717766426,6.90851052439117
"Euc. Summary",6.85301050574132,0.151018459068126,15.2964289070925,0.733111423944644,0.320642451428029,7.38658263963296
"Euc. Summary",3.53803347131199,0.194658024675717,14.8340535551822,0.759598386933621,0.272632113301587,6.44546723428344
"Euc. Summary",4.60809245539343,0.324573924942253,15.0021037923762,0.809630734359226,0.28213458957848,6.82172363096364
"Euc. Summary",13.9044810114743,0.200143883058723,15.1873731459609,0.800352810413954,0.400576814627358,7.46270507754709
"Euc. Summary",8.32938312975329,0.207795954865386,16.0742300240454,0.77104021297909,0.342581120225381,6.82189246955508
"Euc. Summary",9.96632890343964,0.266818522694257,15.2199269207618,0.841642781532556,0.354547879389489,7.0878742798771
"Euc. Summary",6.86187257916609,0.236193240044904,15.5138617290798,0.786987861260129,0.319843454405239,6.8779637268665
"Euc. Summary",9.09682293731556,0.204443548508092,15.3008478950192,0.796968396057369,0.345631243985076,7.92127222971535
"Euc. Summary",5.68642517627151,0.311925166990044,14.4533259878508,0.854529549120699,0.298802648230702,6.65766373726341
"Euc. Summary",6.46192472241564,0.254934092191596,15.1392361882606,0.794177114787951,0.311626950807622,6.29586333238303
"Euc. Summary",6.46192472241564,0.254934092191596,15.1392361882606,0.794177114787951,0.311626950807622,6.29586333238303
"Euc. Summary",7.82953992590482,0.209057205553093,14.673539823738,0.780694817428248,0.325591788026105,6.36067012327573
"Euc. Summary",6.19427105211821,0.389985177973573,14.9880300945164,0.867770328136662,0.300529333017599,4.25813804836468
"Euc. Summary",6.19427105211821,0.389985177973573,14.9880300945164,0.867770328136662,0.300529333017599,4.25813804836468
"Euc. Summary",9.04892504918722,0.190827362492724,14.5561725634373,0.780613039698161,0.341033730779457,6.63803445012475
"Euc. Summary",7.10741937685213,0.195082363935366,14.7708223893356,0.760894997558522,0.322296591688451,7.538457346658
"Euc. Summary",7.2226155092664,0.448247689735501,15.2146502769828,0.904839120418311,0.317697843769172,4.09142117318293
"Euc. Summary",8.24365889361882,0.185241582690298,15.2461427157476,0.736729271944463,0.329363768353868,7.5141957024774
"Euc. Summary",9.060920623973,0.382353443986571,15.3277253562952,0.868697231189408,0.334721108300006,5.0092388693707
"Euc. Summary",9.21981955621109,0.146857224386738,14.5713792571265,0.706764406429774,0.337114214625583,7.859603634856
"Euc. Summary",6.99472532328337,0.211334587893303,15.2792671654646,0.767537587644898,0.320194857736278,7.38011474476969
"Euc. Summary",7.39855023660714,0.214496843075881,15.3981187633609,0.784578764741773,0.328070816359141,6.66835910338229
"Euc. Summary",8.95879270785274,0.241379578315829,14.998038667389,0.808287674896773,0.341014142914568,6.61537804100442
"Euc. Summary",6.43324891175671,0.227821282574883,14.7364622206265,0.783364107364841,0.310785295826695,7.32970620916641
"Euc. Summary",7.80007565714923,0.31167325270281,15.6474292194129,0.863295742883091,0.330487049490313,5.17743079238745
"Euc. Summary",6.99212233488041,0.210481367259194,14.6262703264593,0.763559448459865,0.314433075165597,7.98388648007959
"Euc. Summary",11.5796411144085,0.422579392481425,14.4044178728639,0.913932558995438,0.359174974350873,6.53915735497341
"Euc. Summary",7.56639659359845,0.427000585996907,16.1976096495253,0.942443406401976,0.338067445501563,6.06899870097762
"Euc. Summary",7.57116074523249,0.148791322393508,14.6621402852645,0.728451392507486,0.321194068929185,7.58042450785873
"Euc. Summary",7.57116074523249,0.148791322393508,14.6621402852645,0.728451392507486,0.321194068929185,7.58042450785873
"Euc. Summary",7.57116074523249,0.148791322393508,14.6621402852645,0.728451392507486,0.321194068929185,7.58042450785873
"Euc. Summary",7.57116074523249,0.148791322393508,14.6621402852645,0.728451392507486,0.321194068929185,7.58042450785873
"Euc. Summary",7.57116074523249,0.148791322393508,14.6621402852645,0.728451392507486,0.321194068929185,7.58042450785873
"Euc. Summary",7.57116074523249,0.148791322393508,14.6621402852645,0.728451392507486,0.321194068929185,7.58042450785873
"Euc. Summary",9.27049478253062,0.198968946429324,14.8759048429296,0.7452142516449,0.331746137817839,7.40131300273331
"Euc. Summary",10.8216485145349,0.248075482540593,14.6285341385615,0.832799277016549,0.362739771516974,6.20465969860728
"Euc. Summary",7.81666318361432,0.333473938679417,14.8865634291678,0.819212168059257,0.322500223039818,4.97594374852983
"Euc. Summary",8.76966506502136,0.289693358181406,14.9630720248888,0.870675134660147,0.34887152792008,7.27255292393869
"Euc. Summary",8.9517657913327,0.314992027982638,15.1614654259679,0.880140793259688,0.349516164292995,6.17005792534488
"Euc. Summary",10.8726066584147,0.179036522820626,14.5712928512743,0.759415470160133,0.357873746918427,6.86683220229467
"Euc. Summary",8.02329865380363,0.249640387416687,15.4896106438973,0.793397185246714,0.334091023385788,6.55429083443316
"Euc. Summary",8.29001352264808,0.255769684869602,15.4905626368574,0.821500809298312,0.34653675487521,7.5173297173813
"Euc. Summary",8.29001352264808,0.255769684869602,15.4905626368574,0.821500809298312,0.34653675487521,7.5173297173813
"Euc. Summary",9.45795017907,0.241995473777201,14.768187710456,0.83040204931918,0.349213606550916,6.68436451671795
"Euc. Summary",9.45795017907,0.241995473777201,14.768187710456,0.83040204931918,0.349213606550916,6.68436451671795
"Euc. Summary",8.82589382165667,0.280129863695692,15.9291482763881,0.827634248376997,0.348479306067261,7.37044670329363
"Euc. Summary",10.1927383228994,0.311330108712533,15.2839154193577,0.835895708469341,0.341668616809943,5.82827169750729
"Euc. Summary",10.1927383228994,0.311330108712533,15.2839154193577,0.835895708469341,0.341668616809943,5.82827169750729
"Euc. Summary",11.8568058355158,0.280423399717522,14.5350861593245,0.833956478760476,0.371130905097055,6.88506683233939
"Euc. Summary",9.55740737141162,0.18442526887823,14.4731282451639,0.77217012400477,0.347331818016525,6.49523963165108
"Euc. Summary",9.55740737141162,0.18442526887823,14.4731282451639,0.77217012400477,0.347331818016525,6.49523963165108
"Euc. Summary",6.44787628756913,0.229029380689041,14.6910288741,0.814091010904256,0.316013714962312,8.31561785808659
"Euc. Summary",9.07406255886313,0.195136535061775,14.7212414382918,0.770249752027727,0.341874056620943,6.63065987393
"Euc. Summary",5.10670650577025,0.153788872606375,15.5528823574072,0.728260973911148,0.302931012859021,6.97611238828423
"Euc. Summary",10.8194145162116,0.172373068669573,14.5006418934496,0.778300385936265,0.361051459620656,6.64905299891755
"Euc. Summary",9.88041660942381,0.151744776914125,15.578451195157,0.716026748010997,0.347344701786386,7.20576811043603
"Euc. Summary",9.72908667448363,0.207442241906313,14.4330487799043,0.795906255086823,0.349119091072892,6.6891238320952
"Euc. Summary",4.40896086918866,0.397199966305834,15.3506178811276,0.91632032072191,0.305750817959893,6.18142452509045
"Euc. Summary",9.37639558079971,0.232490660338661,14.7331634189385,0.822857369849915,0.351769161495196,7.42943046170338
"Euc. Summary",5.47156593425243,0.236205162206128,15.7285696035181,0.781594614628792,0.302340892334836,7.29375795442886
"Euc. Summary",5.47938137774779,0.274056813804907,14.7052573201024,0.82878436288115,0.301126552044481,5.92448078410262
"Euc. Summary",7.75349109321659,0.376007070193348,15.0570937806021,0.855496789726233,0.321226227577167,5.80332876893926
"Euc. Summary",8.29162766902308,0.372689771829638,14.6355607184528,0.850693456525326,0.325990422944136,5.36471023018199
"Euc. Summary",7.43972885617536,0.381218022338265,15.5685994866053,0.932150730113569,0.3367784709448,6.5103723737123
"Euc. Summary",6.98861939110216,0.346718489496297,15.5308214464568,0.871445538361939,0.325272887404445,7.41996427854731
"Euc. Summary",4.52430763477714,0.195905405184945,15.8406314469796,0.749216833309111,0.299077739911087,6.58830044851108
"Euc. Summary",8.78891948625309,0.283155951543061,15.0870204683047,0.835894030118173,0.340345466868469,7.31464970713839
"Euc. Summary",8.14894369714596,0.460297926965994,14.2855406750116,0.907634454656539,0.327596278831724,5.70921232069005
"Euc. Summary",8.78891948625309,0.283155951543061,15.0870204683047,0.835894030118173,0.340345466868469,7.31464970713839
"Euc. Summary",6.13026098070257,0.347545876299391,15.2859106038147,0.847748939364459,0.313218008880313,4.9529779475388
"Euc. Summary",9.29435676225965,0.21716864923664,14.6734253612901,0.807633381691159,0.351305635482213,6.74875830889701
"Euc. Summary",7.74447362229844,0.422881049508601,15.2981449278038,0.923738071462016,0.334254322443863,6.15978119067008
"Euc. Summary",10.2931782589483,0.235377160431637,14.5946689089245,0.816254842054516,0.353316729004597,6.81317795334909
"Euc. Summary",9.18326984255453,0.222558208100686,14.800550870131,0.785788896735514,0.344064430736219,7.01622707533307
"Euc. Summary",8.78832389653977,0.286267452507871,15.0790109157836,0.826661393128475,0.339447328519321,6.9764144315526
"Euc. Summary",9.36316645702044,0.323780144883817,15.4672269101069,0.880225821599534,0.356981696337449,8.02373210842892
"Euc. Summary",8.65281377102007,0.418779281900582,15.3052445199421,0.875602395303461,0.333741160983959,4.67726690969931
"Euc. Summary",6.32923672475957,0.327338898210949,14.6643950107267,0.827806399033757,0.302485679898671,6.5868070250271
"Euc. Summary",8.22606046958665,0.242319133540399,15.1756162593246,0.818563846464498,0.340103115863659,7.4030239886717
"Euc. Summary",6.93758084006891,0.268575821766703,14.8849769762613,0.809031024641632,0.315775563838888,6.25617327068866
"Euc. Summary",13.0007263490577,0.342005426479093,14.9462724410301,0.866274926172913,0.379823151857596,6.91069044110185
"Euc. Summary",13.0007263490577,0.342005426479093,14.9462724410301,0.866274926172913,0.379823151857596,6.91069044110185
"Euc. Summary",9.48379172047786,0.194930367709859,14.7678700966151,0.781941251131085,0.347906863077746,6.84835462718176
"Euc. Summary",5.15656153882836,0.206779789444238,14.7231793177412,0.771242545781061,0.298404016993051,7.05517716316333
"Euc. Summary",7.68039171700252,0.433981242366275,14.8711846467632,0.955373711163265,0.330817640825602,6.55104869303968
"Euc. Summary",8.17004282941124,0.346502581670073,14.8874433442737,0.890651732292789,0.340021625241512,6.79090061212852
"Euc. Summary",6.05366689218442,0.385108771996864,15.8601592532998,0.863947410325716,0.307583691540606,6.51997520305207
"Euc. Summary",5.70907795472886,0.37661393180756,13.9613445598191,0.885838202255471,0.294436439389668,6.77119409844121
"Euc. Summary",7.76792558026695,0.342722993850431,15.315975771045,0.797712372398338,0.317029959815844,5.25514460162308
"Euc. Summary",10.5217952036183,0.211461168018495,14.7240244688002,0.788071706017412,0.354331826832942,6.17638033342987
"Euc. Summary",7.35962732056901,0.323181622205188,15.0901276599264,0.833458726514,0.319526770414634,7.37844957766682
"Euc. Summary",11.344685860856,0.415631321838591,14.9323365775161,0.926041114277629,0.366208570819327,6.86803663369894
"Euc. Summary",5.92124228459522,0.309573597288583,14.1086567926829,0.834337444569282,0.299195192961532,7.14963407903132
"Euc. Summary",7.36308222171434,0.479494765947416,15.2469278338084,0.939896761549509,0.320161025357427,6.10612474322433
"Euc. Summary",12.8419576454872,0.497321726370317,14.6349773140718,0.998621663460315,0.38416954736474,6.7063349264602
"Euc. Summary",6.08811185827589,0.239637461964792,14.9716357315324,0.80598300827675,0.312044412381637,7.01114109297177
"Euc. Summary",6.08811185827589,0.239637461964792,14.9716357315324,0.80598300827675,0.312044412381637,7.01114109297177
"Euc. Summary",9.7207058948716,0.236474334336633,14.6428189349973,0.788464071590056,0.346281295780891,7.05697945322763
"Euc. Summary",11.2561665526318,0.222422097154507,15.0243582312266,0.772459540358819,0.364483158555872,7.10062766914529
"Euc. Summary",8.66542694019367,0.139776907766473,15.1224062643538,0.735915216688706,0.347477026308908,7.37573190335048
"Euc. Summary",7.98815252361642,0.217314774691999,14.7460746394402,0.770734203366692,0.326674493067939,7.29058729370867
"Euc. Summary",6.22508056028919,0.271262648391162,15.0071723930094,0.799122508283868,0.309272708956269,6.76270334067767
"Euc. Summary",10.8086250565025,0.385133228988647,15.2142732037461,0.834101130771128,0.348545298059915,5.26634204497869
"Euc. Summary",9.3273415732967,0.201286395878383,15.4682392761414,0.74180728893293,0.338509979327367,7.0786672126534
"Euc. Summary",10.2726366900398,0.391101151041576,14.8374134691456,0.899943963700203,0.358764210811617,5.90072005481895
"Euc. Summary",10.2726366900398,0.391101151041576,14.8374134691456,0.899943963700203,0.358764210811617,5.90072005481895
"Euc. Summary",8.86913505553687,0.349578846356238,14.4066295104846,0.880587158159067,0.341541945140718,7.32648376143396
"Euc. Summary",7.70287512347822,0.195423182476894,15.1934449569147,0.77427858738223,0.330339166956725,7.4504728393258
"Euc. Summary",9.27168422995865,0.411273154124842,15.4180317419567,0.895794392249896,0.344128464808903,5.87229321421088
"Euc. Summary",10.4041485294756,0.319092297142555,14.4111881713782,0.861735417181321,0.354865211893035,7.43306797798549
"Euc. Summary",9.73871714492943,0.167942138571926,15.112289712564,0.751461740776053,0.348427537550915,7.11658554345693
"Euc. Summary",8.32014729721395,0.156877026138813,15.5820805902034,0.722497605481353,0.329402508612356,6.71853472337203
"Euc. Summary",9.06594237324039,0.196544478654485,14.6879210767948,0.780874578961904,0.339401833396678,7.23534724253995
"Euc. Summary",12.4578281565369,0.364042468130747,13.6163496777334,0.911291776499317,0.371589431517645,7.36923014670836
"Euc. Summary",10.0206114765805,0.136018488308217,15.0908243995918,0.703930116580158,0.344073141176195,7.64325877724535
"Euc. Summary",6.63514459155357,0.288797147354898,15.2896534245243,0.804874263025201,0.309598270069052,6.05290275404253
"Euc. Summary",13.5059380324341,0.174222851593004,14.8571141367814,0.756572263170228,0.386576936958831,7.37643919456559
"Euc. Summary",13.5059380324341,0.174222851593004,14.8571141367814,0.756572263170228,0.386576936958831,7.37643919456559
"Euc. Summary",11.4437028866758,0.310908813365724,15.4093621916355,0.854861006370838,0.37244427130197,6.5397739268088
"Euc. Summary",7.7841266627755,0.35914943137875,14.8476614999987,0.871358674405108,0.330082868917494,6.77981652671304
"Euc. Summary",5.03734955865985,0.273100145982752,14.7643597653803,0.820526118954163,0.299485581452754,6.93881143239398
"Euc. Summary",8.98254432728875,0.210334778646241,14.3361018908252,0.787371493643912,0.33615432195708,6.71199102093711
"Euc. Summary",8.98254432728875,0.210334778646241,14.3361018908252,0.787371493643912,0.33615432195708,6.71199102093711
"Euc. Summary",11.0926289595864,0.200220812435045,14.6802169451623,0.784434935496803,0.360567170683888,7.1059688033748
"Euc. Summary",10.567562122754,0.203241485772918,15.261583880247,0.765351381306369,0.362689924715886,7.85094527017975
"Euc. Summary",5.73699819760366,0.216721975408112,14.1998290687525,0.768380559001721,0.30194978513351,7.17062430710236
"Euc. Summary",9.90614606605926,0.212732213420866,14.3590947952678,0.783118666057392,0.348043205546369,6.94749108813382
"Euc. Summary",12.8092070796692,0.262494432538153,15.0858283449931,0.847115309558122,0.388827201104853,7.44521387919162
"Euc. Summary",7.78134161941121,0.323018824197845,15.3830782758375,0.854640969266612,0.334586245087474,5.78251301484589
